key,lemma,underlying,pos,gloss,notes
n_walking,like,/like/,noun,walking,
n_wall,kiga,/kiɡa/,noun,wall,
n_wave,ri,/ɾi/,noun,wave,
n_way,yi,/ji/,noun,way,
n_weather,dyitual,/djitwal/,noun,weather,
n_wednesday,hapsiu,/hapsju/,noun,wednesday,
n_weight,nuam,/nwam/,noun,weight,
n_west,tia,/tja/,noun,west,
n_whale,tlungro,/tluŋɾo/,noun,whale,
n_whole,ku,/ku/,noun,whole,
n_wind,de,/de/,noun,wind,
n_wolf,lome,/lome/,noun,wolf,
n_wood,kuro,/kuɾo/,noun,wood,
n_world,duohyi,/dwohji/,noun,world,
n_worry,nagui,/naɡwi/,noun,worry,
n_wrist,heyunwu,/hejunwu/,noun,wrist,
n_writer,tuapbupngestui,/twapbupŋestwi/,noun,writer,
n_writing,tuapbupnges,/twapbupŋes/,noun,writing,
n_year,ngit,/ŋit/,noun,year,
no,dus,/dus/,negation,no,
p_acc,ka,/ka/,case marker,accusative,
p_adv,ni,/ni/,particle,adverbializer,
p_also,ki,/ki/,semantic particle,"also, too",
p_but,de,/de/,conjunction,but,
p_cause,do,/do/,conjunction,because,
p_cond,ma,/ma/,conjunction,if,
p_conj,ya,/ja/,conjunction,and,
p_dat,si,/si/,case marker,dative,
p_disj,tsi,/t͡si/,conjunction,or,
p_gen,tu,/tu/,case marker,genitive,
p_ins,yi,/ji/,case marker,instrumental,
p_loc,bi,/bi/,case marker,locative,
p_neg1,ha,/ha/,negation,not (negation),
p_neg2,hen,/hen/,negation,not (negation),
p_nom,de,/de/,case marker,nominative,
p_only,tul,/tul/,semantic particle,only,
p_top,ngom,/ŋom/,case marker,topic,
p_with,kat,/kat/,semantic particle,with,
q_class,to,/to/,classifier,classifier,
qu_how,gi,/ɡi/,interrogative,how,
qu_what,pi,/pi/,interrogative,what,
qu_when,mu,/mu/,interrogative,when,
qu_where,ni,/ni/,interrogative,where,
qu_which,hi,/hi/,interrogative,which,
qu_who,bu,/bu/,interrogative,who,
qu_why,pu,/pu/,interrogative,why,
t_fut,ne,/ne/,tense marker,future,
t_inf,lo,/lo/,tense marker,infinitive,
t_prs,wu,/wu/,tense marker,present,
t_pst,na,/na/,tense marker,past,
v_become,khe,/xe/,verb,become,
v_bring,yakno,/jakno/,verb,bring,
v_buy,mun,/mun/,verb,buy,
v_cause,nge,/ŋe/,verb,cause,
v_come,tsa,/t͡sa/,verb,come,
v_cop,ya,/ja/,predicate,be (copula),
v_do,sa,/sa/,verb,do,
v_drink,tukhi,/tuxi/,verb,drink,
v_eat,hiu,/hju/,verb,eat,
v_exist,ga,/ɡa/,predicate,"exist, there is",
v_getup,metsis,/met͡sis/,,,
v_give,men,/men/,verb,give,
v_go,yu,/ju/,verb,go,
v_have,tiung,/tjuŋ/,verb,have,
v_know,ngol,/ŋol/,,,
v_nothave,pie,/pje/,verb,not have,
v_read,wo,/wo/,verb,read,
v_receive,tsu,/t͡su/,verb,receive,
v_ride,mie,/mje/,verb,ride,
v_see,die,/dje/,verb,see,
v_sell,hel,/hel/,verb,sell,
v_sit,gu,/ɡu/,verb,sit,
v_sleep,ki,/ki/,verb,sleep,
v_spread,muenwa,/mwenwa/,verb,spread,
v_trim,dal,/dal/,verb,trim,
v_use,tse,/t͡se/,verb,use,
yes,tsi,/t͡si/,particle,yes,
