key,lemma,underlying,pos,gloss,notes
n_time,dotngua,/dot.ŋwa/,noun,time,
n_toast,tosto,/tos.to/,noun,toast,
n_today,tiakbal,/tjak.bal/,noun,today,
n_toe,rokomui,/ɾo.ko.mwi/,noun,toe,
n_town,wa,/wa/,noun,town,
n_townhouse,tsare,/t͡sa.ɾe/,noun,townhouse,
n_trackpad,sietyu,/sjet.ju/,noun,trackpad,
n_train,gkorukpe,/qo.ɾuk.pe/,noun,train,
n_tram,khakhut,/xa.xut/,noun,tram,
n_transportation,miewa,/mje.wa/,noun,transportation,
n_tree,pium,/pjum/,noun,tree,
n_triangle,haptsin,/hap.t͡sin/,noun,triangle,
n_trousers,nennigwu,/nen.hig.wu/,noun,trousers,
n_tuesday,rasiu,/ɾa.sju/,noun,tuesday,
n_underwear,nuolsiude,/nwol.sju.de/,noun,underwear,
n_university,wukigkis,/wu.ki.qis/,noun,university,
n_up,hop,/hop/,noun,up,
n_valley,bingia,/bi.ŋja/,noun,valley,
n_vegetable0,songwo,/soŋ.wo/,noun,vegetable0,
n_vegetable1,sotsari,/sot.sa.ɾi/,noun,vegetable1,
n_vegetable2,hahiere,/ha.hje.ɾe/,noun,vegetable2,
n_vegetable3,byimwu,/bji.mwu/,noun,vegetable3,
n_vegetable4,wobomkhop,/wo.bom.xop/,noun,vegetable4,
n_vegetable5,ngepyim,/ŋep.jim/,noun,vegetable5,
n_vegetable6,sowotwep,/so.wot.wep/,noun,vegetable6,
n_vegetable7,torokmia,/to.ɾok.mja/,noun,vegetable7,
n_vietnam,bietnam,/bjet.nam/,noun,vietnam,
n_waist,wapkuo,/wap.kwo/,noun,waist,
n_waiter,kekhokka,/ke.xok.ha/,noun,waiter,
n_walking,like,/li.ke/,noun,walking,
n_wall,kiga,/ki.ga/,noun,wall,
n_wave,ri,/ɾi/,noun,wave,
n_way,yi,/ji/,noun,way,
n_weather,dyitual,/dji.twal/,noun,weather,
n_wednesday,hapsiu,/hap.sju/,noun,wednesday,
n_weight,nuam,/nwam/,noun,weight,
n_west,song,/soŋ/,noun,west,
n_whale,tsungro,/t͡suŋ.ɾo/,noun,whale,
n_whole,ku,/ku/,noun,whole,
n_wind,marap,/ma.ɾap/,noun,wind,
n_wolf,lome,/lo.me/,noun,wolf,
n_wood,kuro,/ku.ɾo/,noun,wood,
n_world,duohyi,/dwo.hji/,noun,world,
n_worry,nagui,/na.gwi/,noun,worry,
n_wrist,heyunwu,/he.jun.wu/,noun,wrist,
n_writer,tuapbungestui,/twap.bu.ŋes.twi/,noun,writer,
n_writing,tuapbunges,/twap.bu.ŋes/,noun,writing,
n_year,ngit,/ŋit/,noun,year,
no,dus,/dus/,negation,no,
p_acc,ka,/ka/,case marker,accusative,
p_adv,ni,/ni/,particle,adverbializer,
p_also,ngo,/ŋo/,semantic particle,"also, too",
p_but,di,/di/,conjunction,but,
p_cause,do,/do/,conjunction,because,
p_cond,ma,/ma/,conjunction,if,
p_conj,yo,/jo/,conjunction,and,
p_dat,sige,/si.ge/,case marker,dative,
p_disj,nu,/nu/,conjunction,or,
p_gen,tu,/tu/,case marker,genitive,
p_ins,ro,/ɾo/,case marker,instrumental,
p_loc,bi,/bi/,case marker,locative,
p_neg1,ha,/ha/,negation,not (negation),
p_neg2,hen,/hen/,negation,not (negation),
p_nom,de,/de/,case marker,nominative,
p_only,tul,/tul/,semantic particle,only,
p_top,ngom,/ŋom/,case marker,topic,
p_with,kat,/kat/,semantic particle,with,
q_class,gku,/qu/,classifier,classifier,
qu_how,gi,/gi/,interrogative,how,
qu_what,pi,/pi/,interrogative,what,
qu_when,mu,/mu/,interrogative,when,
qu_where,uni,/u.ni/,interrogative,where,
qu_which,hi,/hi/,interrogative,which,
qu_who,bu,/bu/,interrogative,who,
qu_why,pu,/pu/,interrogative,why,
t_fut,ne,/ne/,tense marker,future,
t_inf,lo,/lo/,tense marker,infinitive,
t_prs,wu,/wu/,tense marker,present,
t_pst,na,/na/,tense marker,past,
v_become,khe,/xe/,verb,become,
v_bring,yakno,/jak.no/,verb,bring,
v_buy,mun,/mun/,verb,buy,
v_cause,sia,/sja/,verb,cause,
v_come,tsa,/t͡sa/,verb,come,
v_cop,ya,/ja/,predicate,be (copula),
v_do,sa,/sa/,verb,do,
v_drink,tukhi,/tu.xi/,verb,drink,
v_eat,hiu,/hju/,verb,eat,
v_exist,ga,/ga/,predicate,"exist, there is",
v_getup,metsis,/me.t͡sis/,,,
v_give,men,/men/,verb,give,
v_go,yu,/ju/,verb,go,
v_have,tiung,/tjuŋ/,verb,have,
v_know,ngol,/ŋol/,,,
v_nothave,pie,/pje/,verb,not have,
v_read,wo,/wo/,verb,read,
v_receive,tsu,/t͡su/,verb,receive,
v_ride,mie,/mje/,verb,ride,
v_see,piu,/pju/,verb,see,
v_sell,hel,/hel/,verb,sell,
v_sit,gu,/gu/,verb,sit,
v_sleep,ki,/ki/,verb,sleep,
v_spread,muenua,/mwe.nwa/,verb,spread,
v_trim,dal,/dal/,verb,trim,
v_use,tse,/t͡se/,verb,use,
yes,tsi,/t͡si/,particle,yes,
